test_size,seg_len,overlap,lr,epochs,accuracy
0.2,512.0,256.0,0.0002,130.0,0.9259259259259259
MEAN,,,,,0.9259259259259259
BEST,512.0,,,,0.9259259259259259
WORST,512.0,,,,0.9259259259259259
