test_size,seg_len,overlap,lr,epochs,accuracy
0.2,512.0,256.0,0.0002,130.0,0.9392592592592592
MEAN,,,,,0.9392592592592592
BEST,512.0,,,,0.9392592592592592
WORST,512.0,,,,0.9392592592592592
