test_size,seg_len,overlap,lr,epochs,accuracy
0.2,512.0,0.0,0.0002,90.0,0.8579881656804734
MEAN,,,,,0.8579881656804734
BEST,512.0,,,,0.8579881656804734
WORST,512.0,,,,0.8579881656804734
